season,week,weekly_rank,season_rank,celebrity_name,total_score,ballroom_partner,estimated_fan_percent,fan_percent_min,fan_percent_max,estimated_fan_rank_milp,inferred_fan_rank,certainty,computed_total_rank,rank_based_score,is_predicted_eliminated_rank,prediction_outcome_rank,is_week_prediction_correct_rank,judge_percent,percent_based_score,is_predicted_eliminated_percent,prediction_outcome_percent,is_week_prediction_correct_percent,is_actual_eliminated,certainty_final,EC_norm,PD_norm
1,4,4.0,3,Joey McIntyre,20.0,Ashly DelGrosso,48.0,48.0,48.0,1.0,1,1.0,3,5.0,False,Correctly Predicted Safe,True,21.73913043478261,34.869565217391305,False,Correctly Predicted Safe,True,False,0.4488591708738754,0.3333333333333333,0.5
1,5,1.0,2,John O'Hurley,27.0,Charlotte Jorgensen,27.27,18.18,54.55,2.0,2,0.6364,1,3.0,False,Correctly Predicted Safe,True,36.98630136986301,32.128150684931505,False,Correctly Predicted Safe,True,False,0.6580014883022824,0.5,0.750068737970855
1,5,2.0,1,Kelly Monaco,23.5,Alec Mazo,54.55,27.27,54.55,1.0,1,0.7273,2,3.0,False,Correctly Predicted Safe,True,32.19178082191781,43.37089041095891,False,Correctly Predicted Safe,True,False,0.416787873031247,0.5,0.0
1,5,3.0,3,Joey McIntyre,22.5,Ashly DelGrosso,18.18,18.18,27.27,3.0,3,0.9091,3,6.0,True,Correctly Predicted Eliminated,True,30.82191780821918,24.500958904109588,True,Correctly Predicted Eliminated,True,True,0.3736064123757368,0.0,1.0
1,6,1.0,1,Kelly Monaco,27.5,Alec Mazo,66.67,33.33,66.67,1.0,1,0.6667,1,2.0,False,Correctly Predicted Safe,True,50.45871559633027,58.56435779816513,False,Correctly Predicted Safe,True,False,0.2355694048831751,0.0,0.0
1,6,2.0,2,John O'Hurley,27.0,Charlotte Jorgensen,33.33,33.33,66.67,2.0,2,0.6667,2,4.0,True,Correctly Predicted Eliminated,True,49.54128440366973,41.43564220183487,True,Correctly Predicted Eliminated,True,True,0.3736064123757368,0.0,1.0
2,1,1.0,1,Drew Lachey,24.0,Cheryl Burke,34.14,3.41,34.14,1.0,1,0.6927,1,2.0,False,Correctly Predicted Safe,True,12.307692307692308,23.223846153846157,False,Correctly Predicted Safe,True,False,0.2355694048831751,0.0,0.0
2,1,2.0,9,Tatum O'Neal,23.0,Nick Kosovich,4.27,3.41,34.14,8.0,8,0.6927,4,10.0,False,Correctly Predicted Safe,True,11.794871794871794,8.032435897435896,False,Correctly Predicted Safe,True,False,0.8618728211872055,0.7777777777777778,0.9720143182557761
2,1,2.0,8,Giselle Fernandez,23.0,Jonathan Roberts,3.79,3.41,34.14,9.0,9,0.6927,5,11.0,False,Correctly Predicted Safe,True,11.794871794871794,7.792435897435897,False,Correctly Predicted Safe,True,False,0.821663328909082,0.6666666666666666,0.987634233647901
2,1,4.0,3,Stacy Keibler,22.0,Tony Dovolani,6.83,3.41,34.14,5.0,5,0.6927,2,9.0,False,Correctly Predicted Safe,True,11.282051282051285,9.05602564102564,False,Correctly Predicted Safe,True,False,0.4116372677792379,0.1111111111111111,0.8887081028311097
2,1,5.0,2,Jerry Rice,21.0,Anna Trebunskaya,4.88,3.41,34.14,7.0,7,0.6927,7,12.0,False,Correctly Predicted Safe,True,10.76923076923077,7.824615384615384,False,Correctly Predicted Safe,True,False,0.5963322976317122,0.3333333333333333,0.9521640091116174
2,1,6.0,6,Tia Carrere,20.0,Maksim Chmerkoskiy,5.69,3.41,34.14,6.0,6,0.6927,8,12.0,False,Correctly Predicted Safe,True,10.256410256410255,7.973205128205128,False,Correctly Predicted Safe,True,False,0.3564295356550661,0.0,0.9258054018874065
2,1,7.0,4,Lisa Rinna,19.0,Louis van Amstel,17.07,3.41,34.14,2.0,2,0.6927,3,9.0,False,Correctly Predicted Safe,True,9.743589743589745,13.406794871794872,False,Correctly Predicted Safe,True,False,0.46573543581364235,0.3333333333333333,0.5554832411324439
2,1,8.0,5,George Hamilton,18.0,Edyta Sliwinska,11.38,3.79,34.14,3.0,3,0.6965,6,11.0,False,Correctly Predicted Safe,True,9.230769230769232,10.305384615384616,False,Correctly Predicted Safe,True,False,0.5283402538292393,0.3333333333333333,0.7499176276771005
2,1,9.0,10,Kenny Mayne,13.0,Andrea Hale,3.41,3.41,11.38,10.0,10,0.9203,10,19.0,True,Correctly Predicted Eliminated,True,6.666666666666667,5.038333333333334,True,Correctly Predicted Eliminated,True,True,0.44334775775790936,0.1111111111111111,1.0
2,1,10.0,7,Master P,12.0,Ashly DelGrosso,8.54,4.27,34.14,4.0,4,0.7013,9,14.0,False,Correctly Predicted Safe,True,6.153846153846154,7.346923076923076,False,Correctly Predicted Safe,True,False,0.5642563724552103,0.3333333333333333,0.8570472045530633
2,2,1.0,3,Stacy Keibler,29.0,Tony Dovolani,8.84,3.93,35.35,4.0,4,0.6858,1,5.0,False,Correctly Predicted Safe,True,14.499999999999998,11.669999999999998,False,Correctly Predicted Safe,True,False,0.4953645012418481,0.25,0.8437301082113304
2,2,2.0,1,Drew Lachey,27.0,Cheryl Burke,11.78,3.93,35.35,3.0,3,0.6858,2,5.0,False,Correctly Predicted Safe,True,13.5,12.64,False,Correctly Predicted Safe,True,False,0.3838535104873336,0.125,0.7501591343093571
2,2,3.0,8,Giselle Fernandez,24.0,Jonathan Roberts,4.42,3.93,35.35,8.0,8,0.6858,6,11.0,False,Correctly Predicted Safe,True,12.0,8.21,False,Correctly Predicted Safe,True,False,0.8012720513865683,0.625,0.9844048376830045
2,2,4.0,2,Jerry Rice,23.0,Anna Trebunskaya,17.67,3.93,35.35,2.0,2,0.6858,3,6.0,False,Correctly Predicted Safe,True,11.5,14.585,False,Correctly Predicted Safe,True,False,0.41110851286596667,0.25,0.5626989178866963
2,2,5.0,6,Tia Carrere,22.0,Maksim Chmerkoskiy,5.05,3.93,35.35,7.0,7,0.6858,7,12.0,False,Correctly Predicted Safe,True,11.0,8.025,False,Correctly Predicted Safe,True,False,0.4423904074164483,0.125,0.9643539147040102
2,2,5.0,5,George Hamilton,22.0,Edyta Sliwinska,7.07,3.93,35.35,5.0,5,0.6858,5,10.0,False,Correctly Predicted Safe,True,11.0,9.035,False,Correctly Predicted Safe,True,False,0.35077055142607055,0.0,0.9000636537237429
2,2,7.0,4,Lisa Rinna,20.0,Louis van Amstel,35.35,4.42,35.35,1.0,1,0.6907,4,8.0,False,Correctly Predicted Safe,True,10.0,22.675,False,Correctly Predicted Safe,True,False,0.3454092033678949,0.375,0.0
2,2,8.0,9,Tatum O'Neal,17.0,Nick Kosovich,3.93,3.93,11.78,9.0,9,0.9214,9,17.0,True,Correctly Predicted Eliminated,True,8.5,6.215,True,Correctly Predicted Eliminated,True,True,0.4530336221224381,0.125,1.0
2,2,9.0,7,Master P,16.0,Ashly DelGrosso,5.89,5.05,35.35,6.0,6,0.697,8,15.0,False,Correctly Predicted Safe,True,8.0,6.945,False,Correctly Predicted Safe,True,False,0.5376428820498329,0.25,0.9722772277227723
2,3,1.0,3,Stacy Keibler,27.0,Tony Dovolani,7.36,4.6,36.79,5.0,5,0.6781,2,6.0,False,Correctly Predicted Safe,True,14.835164835164836,11.097582417582418,False,Correctly Predicted Safe,True,False,0.5461197436064145,0.2857142857142857,0.9142590866728797
2,3,1.0,1,Drew Lachey,27.0,Cheryl Burke,18.4,4.6,36.79,2.0,2,0.6781,1,3.0,False,Correctly Predicted Safe,True,14.835164835164836,16.61758241758242,False,Correctly Predicted Safe,True,False,0.291657362313951,0.0,0.5712954333643989
2,3,3.0,6,Tia Carrere,26.0,Maksim Chmerkoskiy,5.26,4.6,36.79,7.0,7,0.6781,5,10.0,False,Correctly Predicted Safe,True,14.285714285714285,9.77285714285714,False,Correctly Predicted Safe,True,False,0.6778761194241807,0.42857142857142855,0.9794967381174278
2,3,4.0,4,Lisa Rinna,25.0,Louis van Amstel,12.26,5.26,36.79,3.0,3,0.6846,3,7.0,False,Correctly Predicted Safe,True,13.736263736263735,12.998131868131868,False,Correctly Predicted Safe,True,False,0.3260261107080995,0.0,0.7779892166190929
2,3,5.0,5,George Hamilton,22.0,Edyta Sliwinska,6.13,5.26,36.79,6.0,6,0.6846,6,11.0,False,Correctly Predicted Safe,True,12.087912087912088,9.108956043956043,False,Correctly Predicted Safe,True,False,0.3670683431320415,0.0,0.972407231208373
2,3,5.0,8,Giselle Fernandez,22.0,Jonathan Roberts,4.6,4.6,7.36,8.0,8,0.9724,8,13.0,True,Correctly Predicted Eliminated,True,12.087912087912088,8.343956043956045,True,Correctly Predicted Eliminated,True,True,0.6842422296693466,0.42857142857142855,1.0
2,3,7.0,2,Jerry Rice,19.0,Anna Trebunskaya,36.79,7.36,36.79,1.0,1,0.7057,4,8.0,False,Correctly Predicted Safe,True,10.43956043956044,23.61478021978022,False,Correctly Predicted Safe,True,False,0.575,0.7142857142857143,0.0
2,3,8.0,7,Master P,14.0,Ashly DelGrosso,9.2,9.2,36.79,4.0,4,0.724,7,12.0,False,Correctly Predicted Safe,True,7.6923076923076925,8.446153846153846,False,Correctly Predicted Safe,True,False,0.4657577703306534,0.14285714285714285,1.0
2,4,1.0,1,Drew Lachey,28.0,Cheryl Burke,19.28,5.51,38.57,2.0,2,0.6694,1,3.0,False,Correctly Predicted Safe,True,17.72151898734177,18.500759493670884,False,Correctly Predicted Safe,True,False,0.29343728403711233,0.0,0.5834845735027223
2,4,2.0,4,Lisa Rinna,26.0,Louis van Amstel,6.43,5.51,38.57,6.0,6,0.6694,4,8.0,False,Correctly Predicted Safe,True,16.455696202531644,11.442848101265822,False,Correctly Predicted Safe,True,False,0.6030554647802111,0.3333333333333333,0.9721718088324259
2,4,2.0,3,Stacy Keibler,26.0,Tony Dovolani,12.86,5.51,38.57,3.0,3,0.6694,2,5.0,False,Correctly Predicted Safe,True,16.455696202531644,14.657848101265822,False,Correctly Predicted Safe,True,False,0.4167599021910204,0.16666666666666666,0.7776769509981851
2,4,4.0,6,Tia Carrere,25.0,Maksim Chmerkoskiy,7.71,5.51,38.57,5.0,5,0.6694,5,9.0,False,Correctly Predicted Safe,True,15.822784810126585,11.766392405063293,False,Correctly Predicted Safe,True,False,0.59003277451865,0.3333333333333333,0.9334543254688445
2,4,5.0,2,Jerry Rice,24.0,Anna Trebunskaya,38.57,5.51,38.57,1.0,1,0.6694,3,6.0,False,Correctly Predicted Safe,True,15.18987341772152,26.87993670886076,False,Correctly Predicted Safe,True,False,0.416787873031247,0.5,0.0
2,4,6.0,5,George Hamilton,21.0,Edyta Sliwinska,9.64,6.43,38.57,4.0,4,0.6786,6,10.0,False,Correctly Predicted Safe,True,13.291139240506327,11.465569620253165,False,Correctly Predicted Safe,True,False,0.45223347751473575,0.16666666666666666,0.9001244555071561
2,4,7.0,7,Master P,8.0,Ashly DelGrosso,5.51,5.51,19.28,7.0,7,0.8623,7,14.0,True,Correctly Predicted Eliminated,True,5.063291139240507,5.286645569620253,True,Correctly Predicted Eliminated,True,True,0.3736064123757368,0.0,1.0
2,5,1.0,3,Stacy Keibler,30.0,Tony Dovolani,10.2,6.8,40.82,4.0,4,0.6599,2,5.0,False,Correctly Predicted Safe,True,19.86754966887417,15.033774834437086,False,Correctly Predicted Safe,False,False,0.6308512889092008,0.4,0.9000587889476779
2,5,2.0,1,Drew Lachey,27.0,Cheryl Burke,40.82,6.8,40.82,1.0,1,0.6599,1,3.0,False,Correctly Predicted Safe,True,17.880794701986755,29.350397350993376,False,Correctly Predicted Safe,False,False,0.27755033859368716,0.2,0.0
2,5,3.0,4,Lisa Rinna,25.0,Louis van Amstel,13.61,6.8,40.82,3.0,3,0.6599,3,6.0,False,Correctly Predicted Safe,True,16.55629139072848,15.08314569536424,False,Correctly Predicted Safe,False,False,0.44549230987774036,0.2,0.7998236331569666
2,5,4.0,5,George Hamilton,24.0,Edyta Sliwinska,6.8,6.8,40.82,6.0,6,0.6599,5,10.0,False,Correctly Predicted Safe,True,15.89403973509934,11.347019867549667,True,Incorrectly Predicted Eliminated,False,False,0.5082196744560011,0.2,1.0
2,5,5.0,2,Jerry Rice,23.0,Anna Trebunskaya,20.41,8.16,40.82,2.0,2,0.6735,4,7.0,False,Correctly Predicted Safe,True,15.2317880794702,17.8208940397351,False,Correctly Predicted Safe,False,False,0.6918888070944182,0.6,0.6249234537660746
2,5,6.0,6,Tia Carrere,22.0,Maksim Chmerkoskiy,8.16,6.8,20.41,5.0,5,0.8639,6,11.0,True,Correctly Predicted Eliminated,True,14.56953642384106,11.36476821192053,False,Incorrectly Predicted Safe,False,True,0.35077268107586695,0.0,0.9000734753857458
2,6,1.0,3,Stacy Keibler,30.0,Tony Dovolani,10.95,8.76,43.8,4.0,4,0.6496,2,5.0,False,Correctly Predicted Safe,True,22.55639097744361,16.753195488721804,False,Correctly Predicted Safe,True,False,0.715470710147903,0.5,0.9375
2,6,1.0,1,Drew Lachey,30.0,Cheryl Burke,21.9,8.76,43.8,2.0,2,0.6496,1,3.0,False,Correctly Predicted Safe,True,22.55639097744361,22.2281954887218,False,Correctly Predicted Safe,True,False,0.29972318014837196,0.0,0.625
2,6,3.0,4,Lisa Rinna,27.0,Louis van Amstel,14.6,10.95,43.8,3.0,3,0.6715,4,6.0,False,Correctly Predicted Safe,True,20.30075187969925,17.450375939849625,False,Correctly Predicted Safe,True,False,0.5100368158120026,0.25,0.8888888888888888
2,6,4.0,5,George Hamilton,23.0,Edyta Sliwinska,8.76,8.76,14.6,5.0,5,0.9416,5,9.0,True,Correctly Predicted Eliminated,True,17.293233082706767,13.026616541353384,True,Correctly Predicted Eliminated,True,True,0.5469276159921878,0.25,1.0
2,6,4.0,2,Jerry Rice,23.0,Anna Trebunskaya,43.8,10.95,43.8,1.0,1,0.6715,3,5.0,False,Correctly Predicted Safe,True,17.293233082706767,30.54661654135338,False,Correctly Predicted Safe,True,False,0.416787873031247,0.5,0.0
2,7,1.0,3,Stacy Keibler,27.5,Tony Dovolani,16.0,12.0,48.0,3.0,3,0.64,2,4.0,False,Correctly Predicted Safe,True,26.96078431372549,21.480392156862745,False,Correctly Predicted Safe,True,False,0.8016379164189362,0.6666666666666666,0.8888888888888888
2,7,1.0,1,Drew Lachey,27.5,Cheryl Burke,24.0,12.0,48.0,2.0,2,0.64,1,3.0,False,Correctly Predicted Safe,True,26.96078431372549,25.480392156862745,False,Correctly Predicted Safe,True,False,0.3063882986753659,0.0,0.6666666666666667
2,7,3.0,4,Lisa Rinna,26.5,Louis van Amstel,12.0,12.0,16.0,4.0,4,0.96,4,7.0,True,Correctly Predicted Eliminated,True,25.98039215686275,18.99019607843137,True,Correctly Predicted Eliminated,True,True,0.6123754979843583,0.3333333333333333,1.0
2,7,4.0,2,Jerry Rice,20.5,Anna Trebunskaya,48.0,24.0,48.0,1.0,1,0.76,3,5.0,False,Correctly Predicted Safe,True,20.098039215686278,34.049019607843135,False,Correctly Predicted Safe,True,False,0.5376245020156416,0.6666666666666666,0.0
2,8,1.0,1,Drew Lachey,28.9998,Cheryl Burke,54.55,18.18,54.55,1.0,1,0.6364,1,2.0,False,Correctly Predicted Safe,True,34.38729131809769,44.468645659048846,False,Correctly Predicted Safe,True,False,0.2355694048831751,0.0,0.0
2,8,2.0,3,Stacy Keibler,28.6665,Tony Dovolani,18.18,18.18,27.27,3.0,3,0.9091,2,5.0,True,Correctly Predicted Eliminated,True,33.9920718960216,26.0860359480108,True,Correctly Predicted Eliminated,True,True,0.7332121269687528,0.5,1.0
2,8,3.0,2,Jerry Rice,26.666600000000003,Anna Trebunskaya,27.27,27.27,54.55,2.0,2,0.7273,3,5.0,True,Correctly Predicted Eliminated,True,31.620636785880723,29.44531839294036,True,Correctly Predicted Eliminated,True,True,0.7332121269687528,0.5,1.0
3,1,1.0,2,Mario Lopez,26.0,Karina Smirnoff,12.5,0.0,100.0,,1,0.0,1,2.0,False,Correctly Predicted Safe,True,12.264150943396226,12.382075471698112,False,Correctly Predicted Safe,True,False,0.4009696236187762,0.1,0.875
3,1,2.0,1,Emmitt Smith,24.0,Cheryl Burke,12.5,0.0,100.0,,2,0.0,2,4.0,False,Correctly Predicted Safe,True,11.320754716981131,11.910377358490567,False,Correctly Predicted Safe,True,False,0.4009696236187762,0.1,0.875
3,1,3.0,8,Vivica A. Fox,22.0,Nick Kosovich,7.04,0.0,100.0,,8,0.0,8,11.0,False,Correctly Predicted Safe,True,10.37735849056604,8.708679245283019,False,Correctly Predicted Safe,True,False,0.7131724970937232,0.5,0.9296
3,1,3.0,7,Willa Ford,22.0,Maksim Chmerkoskiy,9.12,0.0,100.0,,7,0.0,6,10.0,False,Correctly Predicted Safe,True,10.37735849056604,9.748679245283018,False,Correctly Predicted Safe,True,False,0.6337325713044233,0.4,0.9088
3,1,5.0,3,Joey Lawrence,21.0,Edyta Sliwinska,12.5,0.0,100.0,,3,0.0,3,8.0,False,Correctly Predicted Safe,True,9.90566037735849,11.202830188679243,False,Correctly Predicted Safe,True,False,0.4683371802819217,0.2,0.875
3,1,6.0,4,Monique Coleman,19.0,Louis van Amstel,12.5,0.0,100.0,,4,0.0,4,10.0,False,Correctly Predicted Safe,True,8.962264150943396,10.7311320754717,False,Correctly Predicted Safe,True,False,0.4683371802819217,0.2,0.875
3,1,7.0,10,Shanna Moakler,18.0,Jesse DeSoto,3.11,0.0,100.0,,10,0.0,10,17.0,False,Correctly Predicted Safe,True,8.49056603773585,5.800283018867924,False,Correctly Predicted Safe,True,False,0.5757537489849265,0.3,0.9689
3,1,8.0,9,Harry Hamlin,17.0,Ashly DelGrosso,5.25,0.0,100.0,,9,0.0,9,17.0,False,Correctly Predicted Safe,True,8.018867924528301,6.634433962264151,False,Correctly Predicted Safe,True,False,0.42073910682952154,0.1,0.9475
3,1,9.0,5,Jerry Springer,16.0,Kym Johnson,12.5,0.0,100.0,,5,0.0,5,14.0,False,Correctly Predicted Safe,True,7.547169811320755,10.023584905660378,False,Correctly Predicted Safe,True,False,0.6225550896966452,0.4,0.875
3,1,10.0,6,Sara Evans,15.0,Tony Dovolani,11.62,0.0,100.0,,6,0.0,7,16.0,False,Correctly Predicted Safe,True,7.075471698113208,9.347735849056605,False,Correctly Predicted Safe,True,False,0.6254743340804493,0.4,0.8838
3,1,11.0,11,Tucker Carlson,12.0,Elena Grinenko,1.38,0.0,12.51,,11,0.8749,11,22.0,True,Correctly Predicted Eliminated,True,5.660377358490567,3.5201886792452832,True,Correctly Predicted Eliminated,True,True,0.34853340073482453,0.0,0.8896882494004796
3,2,1.0,3,Joey Lawrence,29.0,Edyta Sliwinska,13.8,0.0,97.35,,1,0.0265,1,2.0,False,Correctly Predicted Safe,False,12.608695652173912,13.204347826086956,False,Correctly Predicted Safe,True,False,0.4793185846068874,0.2222222222222222,0.8582434514637904
3,2,2.0,4,Monique Coleman,26.0,Louis van Amstel,13.8,0.0,97.35,,2,0.0265,2,4.0,False,Correctly Predicted Safe,False,11.304347826086955,12.55217391304348,False,Correctly Predicted Safe,True,False,0.4793185846068874,0.2222222222222222,0.8582434514637904
3,2,3.0,8,Vivica A. Fox,24.0,Nick Kosovich,6.09,0.0,97.35,,8,0.0265,8,11.0,False,Correctly Predicted Safe,False,10.434782608695652,8.262391304347826,False,Correctly Predicted Safe,True,False,0.7513359794075376,0.5555555555555556,0.937442218798151
3,2,3.0,1,Emmitt Smith,24.0,Cheryl Burke,13.8,0.0,97.35,,3,0.0265,3,6.0,False,Correctly Predicted Safe,False,10.434782608695652,12.117391304347828,False,Correctly Predicted Safe,True,False,0.4793185846068874,0.2222222222222222,0.8582434514637904
3,2,5.0,7,Willa Ford,23.0,Maksim Chmerkoskiy,8.66,0.0,97.35,,7,0.0265,7,12.0,False,Correctly Predicted Safe,False,10.0,9.33,False,Correctly Predicted Safe,True,False,0.4961698443631287,0.2222222222222222,0.9110426296866975
3,2,6.0,10,Shanna Moakler,22.0,Jesse DeSoto,1.19,0.0,10.43,,10,0.8957,10,16.0,False,Incorrectly Predicted Safe,False,9.565217391304348,5.377608695652174,True,Correctly Predicted Eliminated,True,True,0.6599914574883644,0.4444444444444444,0.8859060402684564
3,2,7.0,9,Harry Hamlin,21.0,Ashly DelGrosso,3.76,0.44,97.8,,9,0.0265,9,16.0,True,Incorrectly Predicted Eliminated,False,9.130434782608695,6.445217391304348,False,Correctly Predicted Safe,True,False,0.5140369002613769,0.2222222222222222,0.9658997534921939
3,2,7.0,2,Mario Lopez,21.0,Karina Smirnoff,13.8,0.44,97.8,,4,0.0265,4,11.0,False,Correctly Predicted Safe,False,9.130434782608695,11.465217391304348,False,Correctly Predicted Safe,True,False,0.7310995642254174,0.5555555555555556,0.8627773212818406
3,2,7.0,6,Sara Evans,21.0,Tony Dovolani,11.29,0.44,97.8,,6,0.0265,6,13.0,False,Correctly Predicted Safe,False,9.130434782608695,10.210217391304347,False,Correctly Predicted Safe,True,False,0.4115962052120986,0.1111111111111111,0.8885579293344289
3,2,10.0,5,Jerry Springer,19.0,Kym Johnson,13.8,1.31,98.67,,5,0.0265,5,15.0,False,Correctly Predicted Safe,False,8.26086956521739,11.030434782608696,False,Correctly Predicted Safe,True,False,0.733584480108656,0.5555555555555556,0.8717132292522597
3,3,1.0,8,Vivica A. Fox,27.0,Nick Kosovich,4.19,0.0,98.02,,8,0.0198,8,9.0,False,Correctly Predicted Safe,True,13.043478260869565,8.616739130434782,False,Correctly Predicted Safe,True,False,0.887509237447442,0.875,0.9572536217098552
3,3,1.0,4,Monique Coleman,27.0,Louis van Amstel,15.54,0.0,98.02,,2,0.0198,1,3.0,False,Correctly Predicted Safe,True,13.043478260869565,14.29173913043478,False,Correctly Predicted Safe,True,False,0.5917943210789353,0.375,0.8414609263415629
3,3,3.0,6,Sara Evans,25.0,Tony Dovolani,10.56,0.0,98.02,,6,0.0198,6,9.0,False,Correctly Predicted Safe,True,12.07729468599034,11.31864734299517,False,Correctly Predicted Safe,True,False,0.6088601009475898,0.375,0.8922668843093247
3,3,4.0,9,Harry Hamlin,22.0,Ashly DelGrosso,1.46,0.0,11.59,,9,0.8841,9,13.0,True,Correctly Predicted Eliminated,True,10.628019323671497,6.044009661835748,True,Correctly Predicted Eliminated,True,True,0.7761603659415901,0.625,0.8740293356341674
3,3,4.0,3,Joey Lawrence,22.0,Edyta Sliwinska,15.54,0.01,98.03,,3,0.0198,2,7.0,False,Correctly Predicted Safe,True,10.628019323671497,13.084009661835749,False,Correctly Predicted Safe,True,False,0.4076306124984079,0.125,0.8415629463374822
3,3,4.0,2,Mario Lopez,22.0,Karina Smirnoff,15.54,0.01,98.03,,1,0.0198,3,5.0,False,Correctly Predicted Safe,True,10.628019323671497,13.084009661835749,False,Correctly Predicted Safe,True,False,0.49466635912772855,0.25,0.8415629463374822
3,3,4.0,7,Willa Ford,22.0,Maksim Chmerkoskiy,7.67,0.01,98.03,,7,0.0198,7,11.0,False,Correctly Predicted Safe,True,10.628019323671497,9.149009661835748,False,Correctly Predicted Safe,True,False,0.6187378162849738,0.375,0.9218526831258926
3,3,8.0,5,Jerry Springer,21.0,Kym Johnson,13.96,0.49,98.51,,5,0.0198,5,13.0,False,Correctly Predicted Safe,True,10.144927536231885,12.052463768115942,False,Correctly Predicted Safe,True,False,0.598900493392156,0.375,0.8625790654968374
3,3,9.0,1,Emmitt Smith,19.0,Cheryl Burke,15.54,1.46,99.48,,4,0.0198,4,13.0,False,Correctly Predicted Safe,True,9.178743961352655,12.359371980676327,False,Correctly Predicted Safe,True,False,0.9045710888979097,1.0,0.8563558457457662
